run_accession	submitted_ftp	submitted_md5	submitted_bytes
ERR188127	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188127/HG00334.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188127/HG00334.2.M_111216_5_2.fastq.gz	4f2abcb5ffeeaccfeebc05c32a30cc6b;56a292239ffbd18cc4ff5c10f14c0525	2247305237;2256094010
ERR188130	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188130/HG00261.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188130/HG00261.6.M_120119_2_2.fastq.gz	004d9c55b8e5537b804f367098eebc51;e1622d65ddc9d56030e7f5172b341c41	1933671638;1940864837
ERR188132	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188132/NA20797.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188132/NA20797.2.M_111215_6_2.fastq.gz	0aba644290d26e915c0bdf3871924342;bcfdde1d7acb1b83d9b8ee81ff89f35b	3118880519;3127278470
ERR188134	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188134/NA12827.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188134/NA12827.3.M_120202_2_2.fastq.gz	e61ef617c328c476fbaf8f138bb0e5aa;ed3f312fe1e68bdea2785d538718cb4c	1229242172;1227469948
ERR188144	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188144/HG00139.7.M_120219_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188144/HG00139.7.M_120219_1_2.fastq.gz	0ca07ec144b65ff250b4f323aa73c425;68c83d59ceee1f625985660795272aa0	3451352789;3433447521
ERR188151	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188151/NA18489.2.M_111216_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188151/NA18489.2.M_111216_1_2.fastq.gz	de72e99a877f022366313acaeee95d9a;3707ea7d1ef0d8204e8d3ca8d0aac003	2167822478;2183390449
ERR188153	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188153/NA20765.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188153/NA20765.2.M_111215_5_2.fastq.gz	84520817b0de725d8f735ddeeec67994;68ed43ca642fe09ac2f08101904dfda3	3498200308;3516437110
ERR188161	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188161/NA11918.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188161/NA11918.1.M_111124_3_2.fastq.gz	ed59e610ae26af1a37ff13b3d6f9e28a;2206042c61e8e5bf4e8780104cd9133f	1681693660;1705272126
ERR188162	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188162/NA18508.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188162/NA18508.1.M_111124_1_2.fastq.gz	7ad05a7c9f09891de148fa06936aa092;de751ff755e56216e2ec52f0f691a0a4	1760492927;1768015796
ERR188163	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188163/HG00174.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188163/HG00174.4.M_120208_3_2.fastq.gz	44e7d26d4464d3b88271fbdb864457c0;413401ece0cb0e4fb119babac145b54a	2052196468;2063700503
ERR188164	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188164/HG00159.7.M_120219_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188164/HG00159.7.M_120219_6_2.fastq.gz	05773bec3ec72c339ecf577d065636fd;3dd39f00a37ba70253e45911a1acda7b	2744566262;2766326038
ERR188168	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188168/HG00346.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188168/HG00346.2.M_120131_1_2.fastq.gz	f160518a0e4900461f8026f97bf595c3;502cc26c3d0be36697f9438ca5724caa	2770387434;2760537236
ERR188170	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188170/NA19131.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188170/NA19131.2.M_111215_8_2.fastq.gz	50fa8d24fa3dc8da8346021b22543d31;314040de07ac6ad7cd42d7abeb6a1598	2991760035;2995376384
ERR188189	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188189/HG00133.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188189/HG00133.2.M_111216_2_2.fastq.gz	ec1f6beafa57aa94067fdc2ec19bcc9c;e3a1a127464729035951438965b02e22	2218734206;2233880230
ERR188191	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188191/NA20770.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188191/NA20770.3.M_120202_1_2.fastq.gz	d751be3e8ad759c33d305518a6f63f46;f0de395991442e96999622cfa056aa56	1307587026;1309435682
ERR188209	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188209/NA19214.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188209/NA19214.6.M_120119_2_2.fastq.gz	aeed555fa5d1053e19934e83c6bd6a11;2f153986a4db0705030281a4c494cd31	1923425726;1941505998
ERR188220	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188220/NA12400.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188220/NA12400.2.M_111216_2_2.fastq.gz	12de8608c0d0a139dde371c5e87e0d0b;f391eb0314ba1d8ff339177f722e61a1	2078686990;2094247178
ERR188221	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188221/NA19113.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188221/NA19113.3.M_120202_1_2.fastq.gz	9a1ef1a4bbe729b9205c39ba6069c284;0bd5bdb09fb69612940d85a3044475fe	1205631054;1222842536
ERR188232	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188232/NA19160.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188232/NA19160.3.M_120202_3_2.fastq.gz	05ac201ac247a62348d828f67d4d5ac9;c6232e9d3c7fc4bc68bd5bf04b38c990	1509864031;1507535530
ERR188238	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188238/HG00269.2.M_111216_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188238/HG00269.2.M_111216_7_2.fastq.gz	58cd6d44b8ddeff75aae62f31a083ded;095c012c3bbe1104370e997cd76bf036	2157725176;2165143824
ERR188239	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188239/NA20520.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188239/NA20520.3.M_120202_2_2.fastq.gz	8e73afe4df7e26db84413196f18f4ebc;1d35726516740f064ba50e534b5d6146	1132544033;1148478905
ERR188248	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188248/HG00178.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188248/HG00178.4.M_120208_8_2.fastq.gz	a3736d6ec6f5700bf78121f312c052ac;5626fad37581e8bdc07880acde814721	2192781164;2189252075
ERR188249	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188249/NA20802.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188249/NA20802.1.M_111124_7_2.fastq.gz	b16fdb27b1230de68c76d788f4332653;25dd7a04a67f73c43262adb9811453fd	1990874993;2009355665
ERR188250	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188250/HG00272.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188250/HG00272.7.M_120219_7_2.fastq.gz	1541e1b9f761263dffafcf29e0e0316b;48b0bce4b90bbdb8b27c7e3c3a2b6b01	2207942602;2233225565
ERR188251	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188251/NA20756.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188251/NA20756.2.M_111216_6_2.fastq.gz	60e7a3a6a036c91741097e04f794d282;7093a533d5eb343f3f465e4c64bfe4c6	2272150509;2279506052
ERR188252	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188252/NA20544.4.M_120208_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188252/NA20544.4.M_120208_5_2.fastq.gz	32df37f49cbd4d6a704ae1483dbe1a1a;100941ca6729bf7183cd4fee8e3f4aa8	1965874435;1955847656
ERR188256	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188256/NA12777.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188256/NA12777.4.M_120208_6_2.fastq.gz	3a8a0496e3e44b980ba020927132ffb0;6cbd5c6810f5aed0398b1f46a0b83453	1915927236;1913617332
ERR188257	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188257/HG00143.7.M_120219_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188257/HG00143.7.M_120219_2_2.fastq.gz	a0409c9383280e59771538f27869989d;94268a6e326679ff6ee86f6e7a606f79	2302914385;2315744957
ERR188267	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188267/HG00266.6.M_120119_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188267/HG00266.6.M_120119_3_2.fastq.gz	c6eb60051b5f620dc891aa5a3a3e66e7;eaeee89194e46e25c57bef23ba018b92	2122026938;2122762137
ERR188268	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188268/NA19095.2.M_120131_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188268/NA19095.2.M_120131_2_2.fastq.gz	f489181cfb4e53dc400a6ef9d9fd4316;823e0b07784fbd30fca48accdadd0e4a	3326619007;3318707262
ERR188271	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188271/HG00246.7.M_120219_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188271/HG00246.7.M_120219_4_2.fastq.gz	c3d7fffb43623dce0d4cc2987e75b65b;7cdba2b813af7182c6e3efd4cb80b0ce	2612606907;2640125453
ERR188279	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188279/NA12776.6.M_120119_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188279/NA12776.6.M_120119_6_2.fastq.gz	db42ce1dbd12f48be64a9b6b81a72c08;c520a3d73484d59e8b250c483aba512d	2090961033;2116725753
ERR188282	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188282/NA20809.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188282/NA20809.6.M_120119_2_2.fastq.gz	93a808091779efef48770ddfb5c69b88;30374ea8ce79c6fa588c1065051b2a7a	1687629426;1704477809
ERR188283	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188283/NA18907.6.M_120217_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188283/NA18907.6.M_120217_1_2.fastq.gz	52b607905c34a2c651da7b3077838671;f422dc6f0d71319388878ee56c01d53d	1677124874;1652196462
ERR188287	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188287/HG00156.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188287/HG00156.4.M_120208_1_2.fastq.gz	87e5df275a528392a4f8145f2c2636bf;51520f26232574f9c2a7eabd386cb5c8	1840162072;1854373689
ERR188295	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188295/NA20757.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188295/NA20757.1.M_111124_1_2.fastq.gz	d48b8204de141645dbc06d4bd78928c9;5eda06da76c49b5738a41ad3d48f6ca8	2071220610;2087847692
ERR188298	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188298/NA18867.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188298/NA18867.1.M_111124_2_2.fastq.gz	4b3c1e60688c48171f8fbf815f724e01;67297ff4b10c53e9343e8ef3b57078f1	2050686056;2081591867
ERR188308	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188308/NA12760.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188308/NA12760.3.M_120202_3_2.fastq.gz	050f62cc9abc7b95450c54d15f7181df;9f9075be325884a4ebdd0bdd52990840	1170541528;1165397341
ERR188312	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188312/HG00233.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188312/HG00233.2.M_111215_8_2.fastq.gz	568d202505f3ff8fdb485335581ca64f;bb27a9e519939e61ef87a6670ca224fe	2564449501;2600694139
ERR188332	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188332/HG00158.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188332/HG00158.1.M_111124_8_2.fastq.gz	2f9f33373cb99c90d83d6a5e0723034e;3bfb241ad03b3490f4c3dac9b8948b17	2152777628;2179308979
ERR188337	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188337/HG00127.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188337/HG00127.1.M_111124_2_2.fastq.gz	e6598eb260900c4895dbab8ddac08be1;d6ad7dde03a73f4c9e2ecedb8ec2c4ab	2553764692;2570524273
ERR188339	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188339/NA12815.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188339/NA12815.1.M_111124_3_2.fastq.gz	c153b509f12b2af54719180cb3e04dad;5d55492732243ae29967974d8f198299	2676325438;2721439243
ERR188340	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188340/HG00353.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188340/HG00353.1.M_111124_6_2.fastq.gz	42f2abe6f80b36b9edd6ab8388ffff6c;6b48add283f6ed2268fa4685af9a97bb	2040477045;2077759113
ERR188343	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188343/NA20589.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188343/NA20589.1.M_111124_3_2.fastq.gz	cb34a8abe20fb56e52fae9de3b4351f0;0537953f252ab78b80cd7ecca662ea26	2185586394;2219407311
ERR188349	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188349/NA12842.6.M_120119_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188349/NA12842.6.M_120119_4_2.fastq.gz	a1fbb6b2833a5ba546bfc0385d30556d;f27635b1716275635ceff9fe34178911	2258976555;2288405341
ERR188351	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188351/HG00253.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188351/HG00253.5.M_120131_7_2.fastq.gz	0ad0f5cff2de8a66ee752e97c869f018;f3a08c9083e756148f0ec42af963e822	2357690828;2360628568
ERR188353	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188353/NA20586.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188353/NA20586.2.M_111215_7_2.fastq.gz	9da05eecc9727a2c496be13a96b68cf8;edc7a94197eec590ea91c706592a4c41	2460368281;2496091918
ERR188366	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188366/HG00264.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188366/HG00264.6.M_120119_5_2.fastq.gz	45d89afb7db8fd8844a786f1b6f7b6b4;52b65cbdee54394180cba92a9825848c	1514213482;1522558636
ERR188368	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188368/HG00105.3.M_120223_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188368/HG00105.3.M_120223_6_2.fastq.gz	1834b354fe1d712ac1ad232f13df2cbf;90d402743a675e27c9a05b9d3d2e36f6	3427598319;3548951702
ERR188369	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188369/NA20512.6.M_120119_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188369/NA20512.6.M_120119_6_2.fastq.gz	0575dcf827186d21560d6d77c0fca00a;98b199b10c3ca7581587b9c0c3a66f21	1658726944;1677011162
ERR188370	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188370/HG00240.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188370/HG00240.2.M_111215_5_2.fastq.gz	6214e34ca9ee3d43833de30c87be0485;3d093e9f494f53e6bf939f5c6d6b91e1	3036879324;3066092406
ERR188373	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188373/NA18870.6.M_120119_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188373/NA18870.6.M_120119_4_2.fastq.gz	a4e06beebda1c0269175dfe0c85e8df3;d1ace399fd01c3fb525ac876719c746f	1597458449;1618177031
ERR188381	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188381/NA20769.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188381/NA20769.6.M_120119_5_2.fastq.gz	26888652d5c4682cc1537cb6803c2e1d;4db902c22d3d54ac7d122beb77305d7e	1471845546;1481415512
ERR188384	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188384/NA20795.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188384/NA20795.5.M_120131_1_2.fastq.gz	4203779b4adac28145ab05ae253217a9;51050c6fd40a122b9a74759e42b264d1	2413643174;2440395997
ERR188393	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188393/NA20772.3.M_120223_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188393/NA20772.3.M_120223_6_2.fastq.gz	18b75f796e51f64e3e93b168ee79d567;fa587ba31b7e14a6677e7c882b069963	2963639163;3059052775
ERR188394	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188394/NA20813.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188394/NA20813.5.M_120131_1_2.fastq.gz	2cef923c1ced6eff53369277d7b52561;ce2c3892f684db876022a09caa234647	2262746700;2287725335
ERR188399	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188399/NA20531.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188399/NA20531.4.M_120208_1_2.fastq.gz	b96919f33b8ac6df01ece0b239959e26;5e5363f1942d2a5251a927a50f5bdfe0	2081097456;2083253461
ERR188404	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188404/NA12750.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188404/NA12750.2.M_111216_2_2.fastq.gz	298e616ed3dde53bbaca501bc5121d6a;925549a0726a9fc59cb5c9f891db025a	2321344017;2337335219
ERR188406	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188406/NA20828.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188406/NA20828.2.M_111216_8_2.fastq.gz	e3a4dca9db70d207adc8d05ddc0aeacc;09f61f0e4bdbdb8eaf245fe91e35ac90	3595780739;3599585658
ERR188409	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188409/NA18923.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188409/NA18923.2.M_111216_5_2.fastq.gz	39dce4449f3b90fe996c895cb710034f;cadbe6bf98591fc42ac7179ea8d8d7fb	2617027502;2626604835
ERR188413	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188413/NA12890.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188413/NA12890.1.M_111124_3_2.fastq.gz	ac155c32e0c7ec2526899d50ac46f798;9ce3e591aac35568a0f83901e5031400	2026200278;2068861652
ERR188418	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188418/HG00326.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188418/HG00326.1.M_111124_7_2.fastq.gz	fcc213655ac853fa109a25024672b1a5;bd4e6cf202f5131f273db13353ac45d7	2196192453;2205047113
ERR188419	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188419/NA20800.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188419/NA20800.1.M_111124_5_2.fastq.gz	186e93db862d295c0a409db3dcb8c332;095b0de4c2e728ae5dcc4cd5ff2fde6e	2509990472;2545777753
ERR188420	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188420/NA12763.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188420/NA12763.2.M_111216_8_2.fastq.gz	3d27999d530af4c16cdf2ec8593177bb;d964ef39cd58a37726733e3d40f6846d	2550929228;2553155512
ERR188431	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188431/NA12273.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188431/NA12273.1.M_111124_4_2.fastq.gz	39e43710a489651e9a49638d912d8cb2;2557cfd4b0667230ba6b10ad269ac6b6	2273799249;2277687063
ERR188440	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188440/NA19200.2.M_111216_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188440/NA19200.2.M_111216_1_2.fastq.gz	c85a4d977a9bfe4132eab297458efdc2;d93bb220625aa3f4a8b2fcb7414f2c4d	2356526066;2372704827
ERR188444	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188444/NA19129.6.M_120217_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188444/NA19129.6.M_120217_1_2.fastq.gz	bceab4ae95021e3b9d521fda2c4e9ecd;0fc519906c29940b3dbfcc8354871484	1623568237;1595237601
ERR188023	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188023/HG00315.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188023/HG00315.2.M_111215_5_2.fastq.gz	cce602b1293562217931499d600723eb;41addcd61bda60ff199c6c92660e1685	2973065441;3005353069
ERR188447	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188447/NA18934.3.M_120223_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188447/NA18934.3.M_120223_7_2.fastq.gz	a41af5ad30bcc246d06ebb10bb28d993;619684627e91bb21873700e6b611d7ae	3594978279;3720188236
ERR188449	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188449/NA18499.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188449/NA18499.1.M_111124_2_2.fastq.gz	00cff8a47646406d67bdcdb8c0fc689b;9e33c8ccb17be696670eab2de800b4d1	2230861682;2252635303
ERR188028	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188028/HG00155.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188028/HG00155.1.M_111124_2_2.fastq.gz	e61b5c002e0980988d4e47b729d8094f;4a802129cee7413af27d0fcd16756a76	1541533072;1558315068
ERR188453	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188453/NA20529.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188453/NA20529.2.M_111215_6_2.fastq.gz	6df125a3345be4890aeb4ffcd4d1496d;ea470eef0a50518cda72e06b9043dc02	2478496812;2513587266
ERR188031	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188031/HG00350.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188031/HG00350.3.M_120202_3_2.fastq.gz	f085aa5106517a46ddb6f0fbad924298;3e573a2ea956c447ef466c6fe5e70e6d	1206826892;1210051906
ERR188454	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188454/NA19207.4.M_120208_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188454/NA19207.4.M_120208_5_2.fastq.gz	0cff0e2fe3fc0e37b193e7d522c3d11f;af30e2063da991db30c64462cf7319c3	2137542607;2126072821
ERR188032	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188032/NA12275.7.M_120219_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188032/NA12275.7.M_120219_5_2.fastq.gz	c3935297bc437b590e0c643b2f2ae07c;30ff7b462d42386b9bc8753c37b25d49	2474507985;2510723313
ERR188459	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188459/NA19143.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188459/NA19143.2.M_111216_8_2.fastq.gz	5041bca2d82f4eeff7d625580be9f467;09fc9683630bbb449a585cad7d5ab822	2687370481;2689890394
ERR188035	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188035/HG00123.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188035/HG00123.4.M_120208_7_2.fastq.gz	8ba47c7c06bba3ec47df73a8e6cd71e1;ed587e7418b15c374df64b11c1bfbbdb	2241915521;2234033828
ERR188461	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188461/HG00126.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188461/HG00126.1.M_111124_8_2.fastq.gz	a83ddd21b5e37aa4c264ca3eb613e601;219c17059e07cb322fb955700e4a5726	2581042607;2604065956
ERR188039	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188039/NA12144.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188039/NA12144.4.M_120208_1_2.fastq.gz	a8f950f953d56c1c34db3b71f3b3db4e;117702b062b668924f428e2fadbdfaa2	2395659158;2418632271
ERR188462	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188462/HG00375.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188462/HG00375.4.M_120208_4_2.fastq.gz	9483efa3caff6f3365baf0ca01d9289a;4677f75c9e68b6d2187cb752501e07af	2188403941;2190987352
